States,year,quarter,District,trans_counts,amount
Rajasthan,2022,2,Churu District,8257600,18081738963.407223
Rajasthan,2022,2,Jaipur District,314511010,497492495896.22046
Rajasthan,2022,2,Baran District,3685832,7229260131.890043
Rajasthan,2022,2,Bhilwara District,20131391,38273076738.35588
Rajasthan,2022,2,Banswara District,2337103,4900005809.650964
Rajasthan,2022,2,Dungarpur District,1899171,3638952979
Rajasthan,2022,2,Tonk District,8150133,13811523631.619991
Rajasthan,2022,2,Jodhpur District,31463295,61614349060.01106
Rajasthan,2022,2,Karauli District,5012114,9206349483.513716
Rajasthan,2022,2,Udaipur District,15896129,24912652507.99956
Rajasthan,2022,2,Dausa District,12578789,19527845596
Rajasthan,2022,2,Nagaur District,14631304,33408260595.26595
Rajasthan,2022,2,Bharatpur District,8637412,16444974525.83487
Rajasthan,2022,2,Barmer District,13273476,29634982538.37455
Rajasthan,2022,2,Ajmer District,20900496,40715583331.308876
Rajasthan,2022,2,Chittorgarh District,8396831,16148783709.582651
Rajasthan,2022,2,Hanumangarh District,7429430,16401668344.54299
Rajasthan,2022,2,Pratapgarh District,1885590,4033817039.1935577
Rajasthan,2022,2,Sawai Madhopur District,7873045,12262315403.64523
Rajasthan,2022,2,Jalore District,5321185,14025921249.71508
Rajasthan,2022,2,Bikaner District,13694139,26087476960.41298
Rajasthan,2022,2,Sikar District,19932783,40102076741.92371
Rajasthan,2022,2,Dholpur District,3298278,6894675131.0586195
Rajasthan,2022,2,Sirohi District,4023871,7194139293.674582
Rajasthan,2022,2,Rajsamand District,5301424,10184357986.945509
Rajasthan,2022,2,Jaisalmer District,5269349,9862231669.414537
Rajasthan,2022,2,Bundi District,4673601,8088389075.404288
Rajasthan,2022,2,Jhalawar District,5465987,10395227508.43199
Rajasthan,2022,2,Alwar District,31488094,50746151172.86586
Rajasthan,2022,2,Kota District,22930803,36055197912.07001
Rajasthan,2022,2,Jhunjhunu District,12270386,25741220480.27944
Rajasthan,2022,3,Pali District,9383118,16882438860
Rajasthan,2022,3,Ganganagar District,12803386,22240341715.78325
Rajasthan,2022,3,Churu District,8783655,17976361125.25035
Rajasthan,2022,3,Jaipur District,377469909,564818218571.2905
Rajasthan,2022,3,Baran District,4125706,6742397008.271659
Rajasthan,2022,3,Bhilwara District,22210445,37982785217.26295
Rajasthan,2022,3,Banswara District,2551714,4868669663.686186
Rajasthan,2022,3,Dungarpur District,1877661,3540885656.217245
Rajasthan,2022,3,Tonk District,9710550,14504363314.95301
Rajasthan,2022,3,Jodhpur District,44177624,78522559026.67796
Rajasthan,2022,3,Karauli District,5485874,8907060018.165571
Rajasthan,2022,3,Udaipur District,17437737,26920987876.540882
Rajasthan,2022,3,Dausa District,12485930,17906746198.244762
Rajasthan,2022,3,Nagaur District,17110682,34696357961.379196
Rajasthan,2022,3,Bharatpur District,8864216,15557212790.848461
Rajasthan,2022,3,Barmer District,13922134,27600044726.48351
Rajasthan,2022,3,Ajmer District,28082495,49547976214.07847
Rajasthan,2022,3,Chittorgarh District,8973197,15910570305.152481
Rajasthan,2022,3,Hanumangarh District,8622983,16877518968.36863
Rajasthan,2022,3,Pratapgarh District,2199404,3978539086.514776
Rajasthan,2022,3,Sawai Madhopur District,8296430,11364739097
Rajasthan,2022,3,Jalore District,5150635,12265545245.71053
Rajasthan,2022,3,Bikaner District,15580963,27371553576.15289
Rajasthan,2022,3,Sikar District,21334188,40269671901.04936
Rajasthan,2022,3,Dholpur District,3455237,6522103060.292556
Rajasthan,2022,3,Sirohi District,4160902,7173102737.4551525
Rajasthan,2022,3,Rajsamand District,5484975,10019131487
Rajasthan,2022,3,Jaisalmer District,5783678,9725918865.998837
Rajasthan,2022,3,Bundi District,5110230,7814818175.588695
Rajasthan,2022,3,Jhalawar District,5868488,9351119284
Rajasthan,2022,3,Alwar District,35823235,53614596972.02946
Rajasthan,2022,3,Kota District,22439613,32238127933.327984
Rajasthan,2022,3,Jhunjhunu District,12774366,24776793676.52417
Rajasthan,2022,4,Pali District,10687142,19884419970
Rajasthan,2022,4,Ganganagar District,14030401,25826856912.73036
Rajasthan,2022,4,Churu District,9452402,20708697989.79863
Rajasthan,2022,4,Jaipur District,404922774,635458549842.8215
Rajasthan,2022,4,Baran District,5031278,8386783739.108583
Rajasthan,2022,4,Bhilwara District,27720484,47886590518.51659
Rajasthan,2022,4,Banswara District,3121397,5651556910.360752
Rajasthan,2022,4,Dungarpur District,2237173,4156369821.174698
Rajasthan,2022,4,Tonk District,10011229,15727892323.595812
Rajasthan,2022,4,Jodhpur District,65465040,116215227388.4156
Rajasthan,2022,4,Karauli District,6393789,10633788953.194689
Rajasthan,2022,4,Udaipur District,26954261,41938245496.56419
Rajasthan,2022,4,Dausa District,14234349,21761198700.450893
Rajasthan,2022,4,Nagaur District,20286836,43215070664.439026
Rajasthan,2022,4,Bharatpur District,11015440,19248137810.64759
Rajasthan,2022,4,Barmer District,15852440,31377555272.69087
Rajasthan,2022,4,Ajmer District,27641155,51933913055.118645
Rajasthan,2022,4,Chittorgarh District,9828534,18083165087.10632
Rajasthan,2022,4,Hanumangarh District,9449022,19615022393.032658
Rajasthan,2022,4,Pratapgarh District,2356939,4292007343.018534
Rajasthan,2022,4,Sawai Madhopur District,8855496,13187564165.09026
Rajasthan,2022,4,Jalore District,6459635,15044710483.351719
Rajasthan,2022,4,Bikaner District,16072144,30210151812.09784
Rajasthan,2022,4,Sikar District,23710055,48095846111.824425
Rajasthan,2022,4,Dholpur District,4127164,7920407019
Rajasthan,2022,4,Sirohi District,4625219,8190561974.079561
Rajasthan,2022,4,Rajsamand District,6151542,11284318473.012932
Rajasthan,2022,4,Jaisalmer District,6820292,12276117814.19853
Rajasthan,2022,4,Bundi District,5866314,9265489222.776516
Rajasthan,2022,4,Jhalawar District,6716599,11281766014.824902
Rajasthan,2022,4,Alwar District,38922404,61077684974.04574
Rajasthan,2022,4,Kota District,26571402,37841298987.05793
Rajasthan,2022,4,Jhunjhunu District,13984497,29279732154.496353
Sikkim,2018,1,South District,11355,16098282.74814038
Sikkim,2018,1,West District,4845,7468491.334182342
Sikkim,2018,1,East District,24432,35907388.05486955
Sikkim,2018,1,North District,3446,5176776.803176152
Sikkim,2018,2,South District,16740,27651617.53453527
Sikkim,2018,2,West District,10671,19368446.48352459
Sikkim,2018,2,East District,40432,83823658.19224699
Sikkim,2018,2,North District,6735,12849363.319488721
Sikkim,2018,3,South District,24662,40036375.96
Sikkim,2018,3,West District,14121,33797876.56771384
Sikkim,2018,3,East District,59571,133322127.0282345
Sikkim,2018,3,North District,10146,27923847.4
Sikkim,2018,4,South District,34495,60113689.048481904
Sikkim,2018,4,West District,19567,51859359.64770544
Sikkim,2018,4,East District,84485,216960325.3514889
Sikkim,2018,4,North District,15986,54207984.03057738
Sikkim,2019,1,South District,47506,76869333.72007152
Sikkim,2019,1,West District,21489,46329216.02416058
Sikkim,2019,1,East District,155482,291845617.9832262
Sikkim,2019,1,North District,15810,42949466.65663589
Sikkim,2019,2,South District,45712,82937894.82004634
Sikkim,2019,2,West District,26024,63325567.84238531
Sikkim,2019,2,East District,297652,538259507.8024242
Sikkim,2019,2,North District,18856,54371272.971085116
Sikkim,2019,3,South District,61142,106415589.3
Sikkim,2019,3,West District,33550,66514136.57564781
Sikkim,2019,3,East District,429201,643298304.6767757
Sikkim,2019,3,North District,28543,68488417.92409426
Sikkim,2019,4,South District,73099,121803196.1460472
Sikkim,2019,4,West District,43955,92445262.76900172
Sikkim,2019,4,East District,616761,877636921.1534437
Sikkim,2019,4,North District,33255,84624221.58772576
Sikkim,2020,1,South District,82456,138401236.4081525
Sikkim,2020,1,West District,49913,100981561.51060592
Sikkim,2020,1,East District,360279,729478141.5689781
Sikkim,2020,1,North District,35470,84615332.45666516
Sikkim,2020,2,South District,95669,152837659.2195682
Sikkim,2020,2,West District,69860,121265798.69496222
Sikkim,2020,2,East District,304581,653853477.4965272
Sikkim,2020,2,North District,47621,126661852.8502087
Sikkim,2020,3,South District,104888,202497013.72661647
Sikkim,2020,3,West District,79994,165556236.37028113
Sikkim,2020,3,East District,353881,869648385.4220288
Sikkim,2020,3,North District,57672,163225093.14147192
Sikkim,2020,4,South District,130339,292804584.22659683
Sikkim,2020,4,West District,95163,245657098.1295363
Sikkim,2020,4,East District,428732,1129627876.117159
Sikkim,2020,4,North District,80801,251186246.6496318
Sikkim,2021,1,South District,127233,310128541.2402867
Sikkim,2021,1,West District,88532,254432217.5
Sikkim,2021,1,East District,516158,1432658383.1323361
Sikkim,2021,1,North District,68266,220448584.97284672
Sikkim,2021,2,South District,157530,344012187.23706484
Sikkim,2021,2,West District,102322,248942844.21008113
Sikkim,2021,2,East District,635504,1575867390.7924502
Sikkim,2021,2,North District,81358,256077157.4357005
Sikkim,2021,3,South District,188063,416609481.7028274
Sikkim,2021,3,West District,116665,312940476.1654818
Sikkim,2021,3,East District,757493,1937906268.9017413
Sikkim,2021,3,North District,98373,321880637.0383411
Sikkim,2021,4,South District,238464,546711693.4617903
Sikkim,2021,4,West District,146397,436365769.14490384
Sikkim,2021,4,East District,1071092,2791933180.383818
Sikkim,2021,4,North District,128392,421772618.6452949
Sikkim,2022,1,South District,281076,619438912.3531296
Sikkim,2022,1,West District,165446,468296204.3106276
Sikkim,2022,1,East District,1173942,2887894588.743505
Sikkim,2022,1,North District,123838,391801570.4561584
Sikkim,2022,2,South District,391808,756330708.2028978
Sikkim,2022,2,West District,215921,578171483.9
Sikkim,2022,2,East District,1540255,3736097005.542384
Sikkim,2022,2,North District,174097,540506472.6682708
Sikkim,2022,3,South District,406488,760409362.3196087
Sikkim,2022,3,West District,204845,503543689.90772784
Sikkim,2022,3,East District,1604446,3375012613.049149
Sikkim,2022,3,North District,180979,523914878.6149709
Sikkim,2022,4,South District,410951,731151545.3
Sikkim,2022,4,West District,222875,569473212.1510196
Sikkim,2022,4,East District,2227237,4615052808.218626
Sikkim,2022,4,North District,197276,542707823.7654651
Tamil Nadu,2018,1,Tiruchirappalli District,149186,262528157.21513468
Tamil Nadu,2018,1,Ramanathapuram District,24581,45696810.24106984
Tamil Nadu,2018,1,Krishnagiri District,153618,253907426.24551618
Tamil Nadu,2018,1,Cuddalore District,89956,139521484.6215473
Tamil Nadu,2018,1,Kancheepuram District,308279,538409899.0029244
Tamil Nadu,2018,1,Tiruppur District,239740,423271979.6901945
Tamil Nadu,2018,1,Dharmapuri District,63975,104176495.5090033
Tamil Nadu,2018,1,Thoothukkudi District,37172,55782894.980059884
Tamil Nadu,2018,1,Thanjavur District,88574,145796314.2349676
Tamil Nadu,2018,1,Madurai District,129858,232151304.34595773
Tamil Nadu,2018,1,Tiruvannamalai District,72372,91216191.60044219
Tamil Nadu,2018,1,Salem District,219916,375963971.6782604
Tamil Nadu,2018,1,Nagapattinam District,25394,46160213.43216584
Tamil Nadu,2018,1,Tirupathur District,38799,56805034.73148119
Tamil Nadu,2018,1,Ariyalur District,16068,28339477.98730652
Tamil Nadu,2018,1,Chennai District,2656230,4281137762.522443
Tamil Nadu,2018,1,The Nilgiris District,29334,55552425.89904122
Tamil Nadu,2018,1,Erode District,114560,198072372.78111732
Tamil Nadu,2018,1,Karur District,42198,76141519.73
Tamil Nadu,2018,1,Kallakkurichi District,32666,53643331.732373156
Tamil Nadu,2018,1,Viluppuram District,59239,96341148.19973631
Tamil Nadu,2018,1,Pudukkottai District,35973,65083487.93183672
Tamil Nadu,2018,1,Perambalur District,13293,19364164.45474417
Tamil Nadu,2018,1,Coimbatore District,533919,913824434.6276876
Tamil Nadu,2018,1,Virudhunagar District,40154,64399880.89336612
Tamil Nadu,2018,1,Dindigul District,65863,118771377.4496328
Tamil Nadu,2018,1,Sivaganga District,34130,63944318.44032206
Tamil Nadu,2018,1,Tenkasi District,24822,39439630.85720312
Tamil Nadu,2018,1,Chengalpattu District,569483,1030187164.9716309
Tamil Nadu,2018,1,Kanniyakumari District,44474,72304912.26185375
Tamil Nadu,2018,1,Tirunelveli District,50976,96759984.01749645
Tamil Nadu,2018,1,Thiruvallur District,413340,730210413.6566752
Tamil Nadu,2018,1,Theni District,33275,54074355.481018536
Tamil Nadu,2018,1,Ranipet District,50346,68782429.03208953
Tamil Nadu,2018,1,Namakkal District,99497,178022610.2001903
Tamil Nadu,2018,1,Vellore District,104902,153394007.9380332
Tamil Nadu,2018,1,Thiruvarur District,20460,32378308.92221385
Tamil Nadu,2018,2,Tiruchirappalli District,245903,507249777.3551696
Tamil Nadu,2018,2,Ramanathapuram District,41164,95315460.36915746
Tamil Nadu,2018,2,Krishnagiri District,240421,518922355.1506287
Tamil Nadu,2018,2,Cuddalore District,135570,254106751.8993754
Tamil Nadu,2018,2,Kancheepuram District,460276,926687779.5176953
Tamil Nadu,2018,2,Tiruppur District,391330,829169121.0692805
Tamil Nadu,2018,2,Dharmapuri District,98177,198033255.2159176
Tamil Nadu,2018,2,Thoothukkudi District,59562,110287284.95387961
Tamil Nadu,2018,2,Thanjavur District,124870,260046384.1
Tamil Nadu,2018,2,Madurai District,213788,460415565.2125236
Tamil Nadu,2018,2,Tiruvannamalai District,103318,171723407.4021955
Tamil Nadu,2018,2,Salem District,333175,709542959.1656411
Tamil Nadu,2018,2,Nagapattinam District,41103,86466039.58831243
Tamil Nadu,2018,2,Tirupathur District,58068,115249602.2933202
Tamil Nadu,2018,2,Ariyalur District,26224,55081294.94754556
Tamil Nadu,2018,2,Chennai District,3719593,7305357440.752292
Tamil Nadu,2018,2,The Nilgiris District,55793,110994324.55658571
Tamil Nadu,2018,2,Erode District,175257,367928461.7
Tamil Nadu,2018,2,Karur District,66337,137504455.9426564
Tamil Nadu,2018,2,Kallakkurichi District,52388,103911012.3037998
Tamil Nadu,2018,2,Viluppuram District,90084,170473508.69675562
Tamil Nadu,2018,2,Pudukkottai District,58403,120759489.75059341
Tamil Nadu,2018,2,Perambalur District,20977,37294395.57430517
Tamil Nadu,2018,2,Coimbatore District,871802,1722112067.157432
Tamil Nadu,2018,2,Virudhunagar District,65145,129048297.69581081
Tamil Nadu,2018,2,Dindigul District,115319,243396384
Tamil Nadu,2018,2,Sivaganga District,55874,121656962.2252763
Tamil Nadu,2018,2,Tenkasi District,44391,87372014.16415916
Tamil Nadu,2018,2,Chengalpattu District,829689,1681243536.853809
Tamil Nadu,2018,2,Kanniyakumari District,72489,140282942.1190908
Tamil Nadu,2018,2,Tirunelveli District,78667,174732671.0940293
Tamil Nadu,2018,2,Thiruvallur District,615860,1281039198.623536
Tamil Nadu,2018,2,Theni District,51064,112377995.92241679
Tamil Nadu,2018,2,Ranipet District,71093,136204501.1002895
Tamil Nadu,2018,2,Namakkal District,145248,321879409.9592361
Tamil Nadu,2018,2,Vellore District,130871,264336044.7169675
Tamil Nadu,2018,2,Thiruvarur District,32835,57642123.09460784
Tamil Nadu,2018,3,Tiruchirappalli District,342744,723073924.7012352
Tamil Nadu,2018,3,Ramanathapuram District,60779,131442381.5631196
Tamil Nadu,2018,3,Krishnagiri District,421247,853575950.8987745
Tamil Nadu,2018,3,Cuddalore District,187987,378478273.9443118
Tamil Nadu,2018,3,Kancheepuram District,766192,1416878619.3813162
Tamil Nadu,2018,3,Tiruppur District,583538,1259741718.039976
Tamil Nadu,2018,3,Dharmapuri District,147916,329348880.6186586
Tamil Nadu,2018,3,Thoothukkudi District,89821,169828310.2675374
Tamil Nadu,2018,3,Thanjavur District,278585,420498499.66842794
Tamil Nadu,2018,3,Madurai District,322515,702347696.9219126
Tamil Nadu,2018,3,Tiruvannamalai District,147281,281481591.55415595
Tamil Nadu,2018,3,Salem District,484460,980781000.3982489
Tamil Nadu,2018,3,Nagapattinam District,62869,130013330.05042382
Tamil Nadu,2018,3,Tirupathur District,81720,169304781.62115562
Tamil Nadu,2018,3,Ariyalur District,38743,96680828.68223691
Tamil Nadu,2018,3,Chennai District,5887343,10122319547.13798
Tamil Nadu,2018,3,The Nilgiris District,103580,182889097.6750018
Tamil Nadu,2018,3,Erode District,266272,545919227.8032167
Tamil Nadu,2018,3,Karur District,96467,215593652.68871722
Tamil Nadu,2018,3,Kallakkurichi District,74082,159528291.0690003
Tamil Nadu,2018,3,Viluppuram District,131381,258888256.9373624
Tamil Nadu,2018,3,Pudukkottai District,88258,194004461.8895409
Tamil Nadu,2018,3,Perambalur District,30141,63352508.73676075
Tamil Nadu,2018,3,Coimbatore District,1469560,2559173878.211163
Tamil Nadu,2018,3,Virudhunagar District,93460,204113703.4823013
Tamil Nadu,2018,3,Dindigul District,169183,369315588.0269084
Tamil Nadu,2018,3,Sivaganga District,83843,201469521.9158269
Tamil Nadu,2018,3,Tenkasi District,79752,137939888.5906233
Tamil Nadu,2018,3,Chengalpattu District,1337462,2362109205.940035
Tamil Nadu,2018,3,Kanniyakumari District,98676,207727734.9880998
Tamil Nadu,2018,3,Tirunelveli District,129280,265496869.7978359
Tamil Nadu,2018,3,Thiruvallur District,957503,1926378414.664647
Tamil Nadu,2018,3,Theni District,74842,164986424.99007928
Tamil Nadu,2018,3,Ranipet District,104100,201826720.6535424
Tamil Nadu,2018,3,Namakkal District,226575,464581650.06138545
Tamil Nadu,2018,3,Vellore District,209932,386936905.8516408
Tamil Nadu,2018,3,Thiruvarur District,45989,92064901.75965646
Tamil Nadu,2018,4,Tiruchirappalli District,521026,1117403132.556823
Tamil Nadu,2018,4,Ramanathapuram District,90608,207229163.5948879
Tamil Nadu,2018,4,Krishnagiri District,593519,1260396240.123799
Tamil Nadu,2018,4,Cuddalore District,294247,572315407.3945904
Tamil Nadu,2018,4,Kancheepuram District,1161731,2100098547.5513413
Tamil Nadu,2018,4,Tiruppur District,811860,1780229997.978594
Tamil Nadu,2018,4,Dharmapuri District,247249,536806090.41265815
Tamil Nadu,2018,4,Thoothukkudi District,141155,272818734.9901414
Tamil Nadu,2018,4,Thanjavur District,278646,542255739.7365916
Tamil Nadu,2018,4,Madurai District,474612,1067216903
Tamil Nadu,2018,4,Tiruvannamalai District,242571,468651175.40105104
Tamil Nadu,2018,4,Salem District,696312,1471377592.286099
Tamil Nadu,2018,4,Nagapattinam District,96224,186021593.0036568
Tamil Nadu,2018,4,Tirupathur District,143871,291583053.6924112
Tamil Nadu,2018,4,Ariyalur District,62904,129214698.2049112
Tamil Nadu,2018,4,Chennai District,8007699,14632395110.56675
Tamil Nadu,2018,4,The Nilgiris District,134481,283004973.0986871
Tamil Nadu,2018,4,Erode District,386966,835595470.3091648
Tamil Nadu,2018,4,Karur District,146709,306020888.90528935
Tamil Nadu,2018,4,Kallakkurichi District,126126,268522823.9222555
Tamil Nadu,2018,4,Viluppuram District,214391,408880677.5429604
Tamil Nadu,2018,4,Pudukkottai District,138821,301769878.2607471
Tamil Nadu,2018,4,Perambalur District,50639,104392907.1335365
Tamil Nadu,2018,4,Coimbatore District,1902305,3656789906.0199094
Tamil Nadu,2018,4,Virudhunagar District,157442,327805716.2
Tamil Nadu,2018,4,Dindigul District,243534,559786657.1867274
Tamil Nadu,2018,4,Sivaganga District,128594,293589030.5548705
Tamil Nadu,2018,4,Tenkasi District,106431,205216635.26106247
Tamil Nadu,2018,4,Chengalpattu District,1974233,3371036660.9159293
Tamil Nadu,2018,4,Kanniyakumari District,151693,344942162.4855958
Tamil Nadu,2018,4,Tirunelveli District,167911,383033218.90277904
Tamil Nadu,2018,4,Thiruvallur District,1578958,2979682370.963098
Tamil Nadu,2018,4,Theni District,113542,276985851.7403515
Tamil Nadu,2018,4,Ranipet District,185758,354380535.4720969
Tamil Nadu,2018,4,Namakkal District,297669,682145913.4085293
Tamil Nadu,2018,4,Vellore District,311703,577960235.4731153
Tamil Nadu,2018,4,Thiruvarur District,75304,144518281.7328139
Tamil Nadu,2019,1,Tiruchirappalli District,739515,1460934059.6618772
Tamil Nadu,2019,1,Ramanathapuram District,117510,261212990.57586712
Tamil Nadu,2019,1,Krishnagiri District,848874,1549327562.475432
Tamil Nadu,2019,1,Cuddalore District,371882,699951874.4703772
Tamil Nadu,2019,1,Kancheepuram District,1732340,2735468905.1703753
Tamil Nadu,2019,1,Tiruppur District,1078231,2186722074.2626576
Tamil Nadu,2019,1,Dharmapuri District,331500,668652808.0588444
Tamil Nadu,2019,1,Thoothukkudi District,180015,359895560.14600235
Tamil Nadu,2019,1,Thanjavur District,405498,669639245.9756603
Tamil Nadu,2019,1,Madurai District,662080,1386372054.513937
Tamil Nadu,2019,1,Tiruvannamalai District,335517,587600686.1729097
Tamil Nadu,2019,1,Salem District,949562,1916555034.695397
Tamil Nadu,2019,1,Nagapattinam District,124400,244377942.6722074
Tamil Nadu,2019,1,Tirupathur District,202883,385038982.6
Tamil Nadu,2019,1,Ariyalur District,73816,152352863.7204273
Tamil Nadu,2019,1,Chennai District,11642449,18810971714.513683
Tamil Nadu,2019,1,The Nilgiris District,158492,309832942.5684387
Tamil Nadu,2019,1,Erode District,530256,1057858607.5326339
Tamil Nadu,2019,1,Karur District,185137,377068327.0145311
Tamil Nadu,2019,1,Kallakkurichi District,156496,337609667.6977157
Tamil Nadu,2019,1,Viluppuram District,286859,514030368.82836896
Tamil Nadu,2019,1,Pudukkottai District,184227,348619009.3228488
Tamil Nadu,2019,1,Perambalur District,67010,140622320.1727047
Tamil Nadu,2019,1,Coimbatore District,2709665,5072064993.630945
Tamil Nadu,2019,1,Virudhunagar District,222473,434593501.06841797
Tamil Nadu,2019,1,Dindigul District,296645,653290732.3983055
Tamil Nadu,2019,1,Sivaganga District,159965,364945762.4726825
Tamil Nadu,2019,1,Tenkasi District,126012,235423158.3782131
Tamil Nadu,2019,1,Chengalpattu District,3285713,4918695631.396447
Tamil Nadu,2019,1,Kanniyakumari District,181053,403789101.66413933
Tamil Nadu,2019,1,Tirunelveli District,206676,446437662.99563986
Tamil Nadu,2019,1,Thiruvallur District,2305713,3957616692.241628
Tamil Nadu,2019,1,Theni District,141271,316272934.58338934
Tamil Nadu,2019,1,Ranipet District,275147,468967113.3991915
Tamil Nadu,2019,1,Namakkal District,381248,779612379.6185098
Tamil Nadu,2019,1,Vellore District,521653,796074971.7121506
Tamil Nadu,2019,1,Thiruvarur District,97262,195536577.76177222
Tamil Nadu,2019,2,Tiruchirappalli District,776306,1748258486.294492
Tamil Nadu,2019,2,Ramanathapuram District,123783,296811295.8616359
Tamil Nadu,2019,2,Krishnagiri District,663016,1504554590
Tamil Nadu,2019,2,Cuddalore District,338724,724326506.6539905
Tamil Nadu,2019,2,Kancheepuram District,1656532,2936409443.598878
Tamil Nadu,2019,2,Tiruppur District,1179119,2631888252.799778
Tamil Nadu,2019,2,Dharmapuri District,323447,750439298.4748436
Tamil Nadu,2019,2,Thoothukkudi District,185632,412772487.6535857
Tamil Nadu,2019,2,Thanjavur District,339651,680121355.5242591
Tamil Nadu,2019,2,Madurai District,741073,1703311128
Tamil Nadu,2019,2,Tiruvannamalai District,321071,651936392.5
Tamil Nadu,2019,2,Salem District,1018100,2340941775.7458673
Tamil Nadu,2019,2,Nagapattinam District,134853,288878413.07613444
Tamil Nadu,2019,2,Tirupathur District,206045,439049538.03820497
Tamil Nadu,2019,2,Ariyalur District,78382,182726352.9046266
Tamil Nadu,2019,2,Chennai District,10577435,20366477248.325928
Tamil Nadu,2019,2,The Nilgiris District,137469,343730237.7547302
Tamil Nadu,2019,2,Erode District,618730,1395266699
Tamil Nadu,2019,2,Karur District,179180,416267818.15522075
Tamil Nadu,2019,2,Kallakkurichi District,166891,378429511.93736297
Tamil Nadu,2019,2,Viluppuram District,277403,576610926.2303933
Tamil Nadu,2019,2,Pudukkottai District,142843,321121330.5
Tamil Nadu,2019,2,Perambalur District,71612,161197712.5657695
Tamil Nadu,2019,2,Coimbatore District,3191687,7063644440.487608
Tamil Nadu,2019,2,Virudhunagar District,214026,465084869.3948114
Tamil Nadu,2019,2,Dindigul District,288758,696936336.7798494
Tamil Nadu,2019,2,Sivaganga District,152693,372992810.14221174
Tamil Nadu,2019,2,Tenkasi District,110318,247940691.2512072
Tamil Nadu,2019,2,Chengalpattu District,3719692,5655296088.730307
Tamil Nadu,2019,2,Kanniyakumari District,207995,466208102.0994936
Tamil Nadu,2019,2,Tirunelveli District,198144,472709052.2940883
Tamil Nadu,2019,2,Thiruvallur District,2486358,4674408137.818318
Tamil Nadu,2019,2,Theni District,141459,356493376.3471781
Tamil Nadu,2019,2,Ranipet District,252482,511118431.9
Tamil Nadu,2019,2,Namakkal District,329353,809609337.9236962
Tamil Nadu,2019,2,Vellore District,527517,961718767.3510635
Tamil Nadu,2019,2,Thiruvarur District,93958,201988781.2533109
Tamil Nadu,2019,3,Tiruchirappalli District,1028271,2283457398.7735853
Tamil Nadu,2019,3,Ramanathapuram District,164056,364511483.7921167
Tamil Nadu,2019,3,Krishnagiri District,906439,1897364248.773857
Tamil Nadu,2019,3,Cuddalore District,429418,854430041.4558712
Tamil Nadu,2019,3,Kancheepuram District,2374121,3749463855.838708
Tamil Nadu,2019,3,Tiruppur District,1583318,3459384833.856631
Tamil Nadu,2019,3,Dharmapuri District,404500,892434523.6141176
Tamil Nadu,2019,3,Thoothukkudi District,251434,514591122.2093332
Tamil Nadu,2019,3,Thanjavur District,499378,862709786
Tamil Nadu,2019,3,Madurai District,1004838,2163231649.618825
Tamil Nadu,2019,3,Tiruvannamalai District,408695,788782442.4394717
Tamil Nadu,2019,3,Salem District,1348219,3089948772.2836013
Tamil Nadu,2019,3,Nagapattinam District,182524,374062397.5494798
Tamil Nadu,2019,3,Tirupathur District,280191,551887987.5341959
Tamil Nadu,2019,3,Ariyalur District,102318,210754842.6
Tamil Nadu,2019,3,Chennai District,11333032,23024193806.41262
Tamil Nadu,2019,3,The Nilgiris District,172729,366416212
Tamil Nadu,2019,3,Erode District,824050,1809433458.671044
Tamil Nadu,2019,3,Karur District,233312,527606128.1
Tamil Nadu,2019,3,Kallakkurichi District,214180,462594169.67592186
Tamil Nadu,2019,3,Viluppuram District,347727,691014122.5419819
Tamil Nadu,2019,3,Pudukkottai District,195452,403435245.8525533
Tamil Nadu,2019,3,Perambalur District,97443,202989238.0194384
Tamil Nadu,2019,3,Coimbatore District,4303835,9457627886
Tamil Nadu,2019,3,Virudhunagar District,286960,603050825.4211078
Tamil Nadu,2019,3,Dindigul District,411188,865233220.4260746
Tamil Nadu,2019,3,Sivaganga District,203568,461238657.8
Tamil Nadu,2019,3,Tenkasi District,149611,316677496.8906262
Tamil Nadu,2019,3,Chengalpattu District,5765425,7255276540.840912
Tamil Nadu,2019,3,Kanniyakumari District,293582,576372340.2691851
Tamil Nadu,2019,3,Tirunelveli District,266559,571521395.7
Tamil Nadu,2019,3,Thiruvallur District,3497534,5790229760.583483
Tamil Nadu,2019,3,Theni District,182650,415596823.8817531
Tamil Nadu,2019,3,Ranipet District,319434,621745958.3633249
Tamil Nadu,2019,3,Namakkal District,436893,1016896335.2618281
Tamil Nadu,2019,3,Vellore District,776654,1201803229.538847
Tamil Nadu,2019,3,Thiruvarur District,130645,261636404.89624792
Tamil Nadu,2019,4,Tiruchirappalli District,1364259,2850823022.861631
Tamil Nadu,2019,4,Ramanathapuram District,217020,466879310.9724102
Tamil Nadu,2019,4,Krishnagiri District,1302647,2599923579.4841228
Tamil Nadu,2019,4,Cuddalore District,554320,1069462594.6879781
Tamil Nadu,2019,4,Kancheepuram District,3134851,4643283492.789846
Tamil Nadu,2019,4,Tiruppur District,2020118,4339514037.303126
Tamil Nadu,2019,4,Dharmapuri District,545240,1179249689.094372
Tamil Nadu,2019,4,Thoothukkudi District,334748,673765706.7351946
Tamil Nadu,2019,4,Thanjavur District,634748,1089380865.897102
Tamil Nadu,2019,4,Madurai District,1315576,2775348044.296371
Tamil Nadu,2019,4,Tiruvannamalai District,561787,1076989969.076159
Tamil Nadu,2019,4,Salem District,1754893,3897469229.2628374
